Date,000001.SS SSE Composite Index (China),^AEX AEX (Netherlands),^ATX ATX (Austria),^AXJO S&P/ASX 200 (Australia),^BFX BEL 20 (Belgium),^BSESN BSE Sensex (India),^BVSP Bovespa Index (Brazil),^FCHI CAC 40 (France),^GDAXI DAX (Germany),^GSPC S&P 500 (United States),^GSPTSE S&P/TSX Composite Index (Canada),^HSI Hang Seng Index (Hong Kong),^IBEX IBEX 35 (Spain),^ISEQ ISEQ 20 (Ireland),^IXIC NASDAQ Composite (United States),^JKSE Jakarta Composite Index (Indonesia),^KS11 KOSPI (South Korea),^MERV MERVAL (Argentina),^MXX IPC (Mexico),^N225 Nikkei 225 (Japan),^NSEBANK NSE Bank Index (India),^NSEI Nifty 50 (India),^NYA NYSE Composite (United States),^SET.BK SET Index (Thailand),^SSMI SMI (Switzerland),^STI Straits Times Index (Singapore),^TWII Taiwan Weighted Index (Taiwan)
2008-01-24,4717.73388671875,444.2300109863281,3888.080078125,5580.39990234375,3684.360107421875,17221.740234375,57463.0,4915.2900390625,6821.06982421875,1352.0699462890625,12907.2998046875,23539.26953125,13106.6865234375,6813.7001953125,2360.919921875,2516.700927734375,1663.0,1966.5,27905.130859375,13092.7802734375,9133.7431640625,5033.4501953125,8942.25,728.5800170898438,7691.0,3050.090087890625,7517.021484375
2008-01-25,4761.68798828125,438.69000244140625,3901.5,5860.2998046875,3633.639892578125,18361.66015625,57463.0,4878.1201171875,6816.740234375,1330.6099853515625,12894.7998046875,25122.369140625,13141.0859375,6760.7099609375,2326.199951171875,2620.492919921875,1692.4100341796875,1982.699951171875,27379.919921875,13629.16015625,9752.13671875,5383.35009765625,8827.5,759.719970703125,7686.89990234375,3159.47998046875,7739.56103515625
2008-01-28,4419.2939453125,439.32000732421875,3781.93994140625,5860.2998046875,3663.7900390625,18152.779296875,58594.0,4848.2998046875,6818.85009765625,1353.9599609375,12986.900390625,24053.609375,13026.6865234375,6641.64013671875,2349.909912109375,2582.049072265625,1627.18994140625,2003.800048828125,27758.9296875,13087.91015625,9901.78515625,5274.10009765625,8978.41015625,744.3599853515625,7581.7001953125,3041.06005859375,7485.76220703125
2008-01-29,4457.94384765625,446.0799865722656,3877.820068359375,5716.5,3768.409912109375,18091.939453125,59530.0,4941.4501953125,6892.9599609375,1362.300048828125,13046.400390625,24291.80078125,13246.5859375,6720.06982421875,2358.06005859375,2607.843017578125,1637.9100341796875,2003.9000244140625,28263.94921875,13478.8603515625,9569.48828125,5280.7998046875,9046.01953125,754.8699951171875,7704.39990234375,3049.89990234375,7576.39111328125
2008-01-30,4417.84912109375,443.0400085449219,3833.56005859375,5618.7001953125,3767.06005859375,17758.640625,60289.0,4873.56982421875,6875.35009765625,1355.81005859375,12998.2001953125,23653.689453125,13217.0859375,6755.8798828125,2349.0,2610.35888671875,1589.06005859375,2036.199951171875,28296.80078125,13345.0302734375,9404.041015625,5167.60009765625,8994.4501953125,763.47998046875,7671.7998046875,3000.030029296875,7543.4716796875
2008-01-31,4383.39306640625,441.3299865722656,3841.9599609375,5650.2998046875,3722.22998046875,17648.7109375,59490.0,4869.7900390625,6851.75,1378.550048828125,13155.099609375,23455.740234375,13228.986328125,6664.47998046875,2389.860107421875,2627.2509765625,1624.6800537109375,2007.300048828125,28793.640625,13592.4697265625,9226.142578125,5137.4501953125,9126.16015625,784.22998046875,7670.39990234375,2981.75,7521.1015625
2008-02-01,4320.76708984375,451.6099853515625,3882.469970703125,5842.89990234375,3809.6298828125,18242.580078125,61080.0,4978.06005859375,6968.669921875,1395.4200439453125,13318.400390625,24123.580078125,13494.6865234375,6839.919921875,2413.360107421875,2646.821044921875,1634.530029296875,2045.0999755859375,29429.9296875,13497.16015625,9326.94140625,5317.25,9277.580078125,810.8599853515625,7816.0,3007.800048828125,7673.96142578125
2008-02-04,4672.169921875,451.9100036621094,3931.2900390625,5867.39990234375,3809.64990234375,18660.3203125,61080.0,4973.64013671875,7000.490234375,1380.8199462890625,13258.2001953125,25032.080078125,13515.6865234375,6909.14013671875,2382.85009765625,2701.62890625,1690.1300048828125,2084.60009765625,29429.9296875,13859.7001953125,9561.388671875,5463.5,9202.1103515625,811.5599975585938,7751.7001953125,3077.080078125,7673.96142578125
2008-02-05,4599.69580078125,436.80999755859375,3835.800048828125,5792.89990234375,3688.830078125,18663.16015625,61080.0,4776.85986328125,6765.25,1336.6400146484375,12932.0,24808.69921875,12814.6875,6615.6298828125,2309.570068359375,2704.2470703125,1696.5699462890625,2054.800048828125,28086.970703125,13745.5,9397.6904296875,5483.89990234375,8874.5,807.6799926757812,7517.39990234375,3038.419921875,7673.96142578125
2008-02-06,4599.69580078125,442.3299865722656,3876.93994140625,5609.39990234375,3698.580078125,18139.490234375,58969.0,4816.43017578125,6847.509765625,1326.449951171875,12867.2001953125,23469.4609375,13037.2861328125,6574.06982421875,2278.75,2639.0869140625,1696.5699462890625,2039.5,27929.2890625,13099.240234375,9185.5439453125,5322.5498046875,8818.1103515625,794.6300048828125,7565.5,2931.969970703125,7673.96142578125
2008-02-07,4599.69580078125,432.1499938964844,3764.530029296875,5596.7001953125,3652.590087890625,17526.9296875,58965.0,4723.7998046875,6733.72021484375,1336.9100341796875,12925.400390625,23469.4609375,12889.4873046875,6456.68994140625,2293.030029296875,2639.0869140625,1696.5699462890625,2011.0999755859375,28088.3203125,13207.150390625,8960.345703125,5133.25,8859.0400390625,793.1699829101562,7420.0,2931.969970703125,7673.96142578125
2008-02-08,4599.69580078125,432.1000061035156,3750.610107421875,5658.0,3612.070068359375,17464.890625,59076.0,4709.64990234375,6767.27978515625,1331.2900390625,12989.2998046875,23469.4609375,12934.787109375,6537.91015625,2304.85009765625,2639.0869140625,1696.5699462890625,1992.5999755859375,28185.259765625,13017.240234375,8816.8974609375,5120.35009765625,8823.1201171875,806.4400024414062,7447.0,2931.969970703125,7673.96142578125
2008-02-11,4599.69580078125,427.739990234375,3750.9599609375,5537.60009765625,3583.25,16630.91015625,60643.0,4682.7001953125,6743.5400390625,1339.1300048828125,13130.900390625,22616.109375,12818.787109375,6489.27978515625,2320.06005859375,2589.382080078125,1640.6700439453125,2001.300048828125,28789.55078125,13017.240234375,8419.15234375,4857.0,8868.2802734375,804.1500244140625,7347.5,2868.2900390625,7673.96142578125
2008-02-12,4599.69580078125,443.8900146484375,3864.0,5608.10009765625,3694.050048828125,16608.009765625,61805.0,4840.7099609375,6967.83984375,1348.8599853515625,13087.400390625,22921.669921875,13254.6865234375,6647.77001953125,2320.0400390625,2592.070068359375,1643.2900390625,2034.0999755859375,28869.9609375,13021.9599609375,8512.2509765625,4838.25,8965.349609375,817.489990234375,7546.89990234375,2926.22998046875,7553.27099609375
