Date,000001.SS SSE Composite Index (China),^AEX AEX (Netherlands),^ATX ATX (Austria),^AXJO S&P/ASX 200 (Australia),^BFX BEL 20 (Belgium),^BSESN BSE Sensex (India),^BVSP Bovespa Index (Brazil),^FCHI CAC 40 (France),^GDAXI DAX (Germany),^GSPC S&P 500 (United States),^GSPTSE S&P/TSX Composite Index (Canada),^HSI Hang Seng Index (Hong Kong),^IBEX IBEX 35 (Spain),^ISEQ ISEQ 20 (Ireland),^IXIC NASDAQ Composite (United States),^JKSE Jakarta Composite Index (Indonesia),^KS11 KOSPI (South Korea),^MXX IPC (Mexico),^N225 Nikkei 225 (Japan),^NSEBANK NSE Bank Index (India),^NSEI Nifty 50 (India),^NYA NYSE Composite (United States),^SET.BK SET Index (Thailand),^SSMI SMI (Switzerland),^STI Straits Times Index (Singapore),^TWII Taiwan Weighted Index (Taiwan)
2008-01-21,-0.052727505370592495,-0.06335418941278576,-0.04880027547567129,-0.029469704416297825,-0.056403624763222596,-0.076956919938426,-0.06830870494829039,-0.07077365800411019,-0.07433463699430358,0.0,-0.04866416379210748,-0.0564404864136747,-0.078392756679664,-0.04263787168298252,0.0,-0.04915759282528537,-0.029935366378281272,-0.05497478914314507,-0.03938752194356381,-0.07468788955859447,-0.09104606770543645,0.0,-0.029741240321051614,-0.05407515266282037,-0.062165061533378106,-0.009137918512652086
2008-01-22,-0.07490879306026955,0.025289939402424612,0.014883509452810627,-0.0731435418750424,0.015955141969194123,-0.05100291500513278,0.04350174992568722,0.020463829503228125,-0.0030560858384367476,-0.011147057387661741,0.041082819358501256,-0.09051313748761611,0.016799641444344517,0.03697586649661298,-0.020616883206149225,-0.08010089937740476,-0.04528532367063378,0.06164974780907484,-0.05815692505373977,-0.040239186137267235,-0.06125716754059375,-0.015317691546570636,-0.03314479951075191,0.027182696279674148,-0.017497845658915406,-0.06735082319965169
2008-01-23,0.030942558323421875,-0.03796312937714522,-0.022288454304693537,0.04255720602103767,-0.02529863288286385,0.050362035281200326,-0.033755878670752054,-0.043423588606804966,-0.05001697332066442,0.02121552966457579,0.001304435620582301,0.1018393301164414,-0.04664065109028629,-0.0010534204029049733,0.01047593397916501,0.07623127490064463,0.011984936399943651,0.02669572818148457,0.020157257822310936,0.06431388686150613,0.06021994140590446,0.016547123970379968,-0.0012008632075017158,-0.01775845707341535,0.04002813454227031,-0.02315721508777649
2008-01-24,0.003118005606776434,0.06294453553646344,0.0535852652097158,0.030586335854004696,0.06282827357504168,-0.021389378413040495,0.05781480592926153,0.05833496693673613,0.05761046955667424,0.010012438257546078,0.019550972414519155,-0.023133799836210386,0.06722221275361834,0.0486681998332026,0.019032805029643687,0.01619223102162557,0.021012953658458348,0.010258475087005598,0.020348077450424815,-0.013630475530673073,-0.033206566814185656,0.015390303047250722,-0.016430754240928352,0.044520899804945065,0.0220337595316397,0.014559258739438677
2008-01-25,0.009273649205221998,-0.012549452199280322,0.0034456119630198122,0.04894032257775195,-0.01386199153290969,0.0640922507579126,0.0,-0.0075908390973043,-0.000634939183139216,-0.01599923900826646,-0.0009689134734886139,0.06508857968306693,0.002621131664281642,-0.007807411583423181,-0.014815326558616967,0.040413549282703895,0.01753036860000753,-0.019000678527269572,0.040150672396327934,0.06551081594394366,0.0672052026164198,-0.012915386551809512,0.04185244803115299,-0.0005332454729765074,0.035236323717589446,0.029174991893035632
2008-01-28,-0.07462228231740346,0.0014350747347449233,-0.031124004579191417,0.0,0.008263270308878712,-0.0114411252660121,0.0194910398409066,-0.006131836004405809,0.00030946416645161423,0.017396130410481235,0.007117072990128574,-0.04347358682200623,-0.008743590464607712,-0.017768966818845596,0.010140978216354995,-0.014779139683273353,-0.0392990040527443,0.013747683807606255,-0.04052271126648336,0.015228648057404913,-0.02050280790342567,0.016950975085936085,-0.020425136687519274,-0.013780093926029822,-0.03820129279403438,-0.03334212823540485
2008-01-29,0.008707696574229143,0.015270184438613563,0.025036067697847043,-0.02484403348981469,0.028154997091321094,-0.003357173292555734,0.015848084902949727,0.01903076216731495,0.010809744973357755,0.006140880526633927,0.004571076415012301,0.00985381374553557,0.016739791314121344,0.011739603461084165,0.0034622797837141435,0.009940151837454904,0.006566494976210248,0.01802953440973408,0.029433643010382034,-0.034135326796712925,0.0012694971990299326,0.0075020062504511705,0.01402077343074445,0.016054106876632994,0.0029026130570936116,0.012034135898512127
2008-01-30,-0.009034685561680451,-0.00683819932080284,-0.011479267021170298,-0.01725637481695268,-0.0003582665806675929,-0.01859431175016893,0.012669278699867866,-0.013832157905578714,-0.0025580296795817987,-0.004775378708849709,-0.0037013622214962195,-0.026619771982155704,-0.002229472339182719,0.005314674462644174,-0.0038495662555842933,0.0009642667653367348,-0.030278376422116327,0.0011616382807571935,-0.009978506880742062,-0.017440240724767197,-0.021669181405218584,-0.005717087989552845,0.011341361055283184,-0.004240338591390888,-0.016486472793442418,-0.004354468828326244
2008-01-31,-0.007829856282869325,-0.003867214205052847,0.0021887522085231644,0.00560825134418406,-0.011971926133630566,-0.00620944723985509,-0.013341434665352293,-0.0007758689813161814,-0.0034384714528948456,0.016633152629790867,0.011998585079413598,-0.008403853966028753,0.0008999742047666731,-0.013621291300996732,0.01724512609408581,0.006450327097036064,0.022168223060128982,0.017405799467474455,0.018371891442393335,-0.019098453212413175,-0.005851497569508025,0.014537289630618162,0.026815416188741927,-0.00018249043479646272,-0.006111921906995926,-0.0029698994150662654
2008-02-01,-0.01439014359351877,0.023026078579502805,0.010488898604188461,0.03351862568908721,0.023209095003429808,0.033095680284841264,0.026376249150617422,0.02198944564025749,0.016920283464332057,0.012163219167380696,0.01233708066492347,0.028074537576503005,0.019885661108569038,0.025984096086244197,0.009785180132696882,0.007421270736711465,0.0060444128019140776,0.021857621971318516,-0.007036638299590117,0.010866098596011066,0.03439936698022044,0.016455713551083738,0.033393074992718264,0.018804162214125498,0.008698554272567842,0.020120353591393574
2008-02-04,0.07819066154257544,0.0006641099814539627,0.012496084747042977,0.004184356704070044,5.254966824834297e-06,0.022640934706266425,0.0,-0.0008882747829769851,0.004555802522246585,-0.01051799001944954,-0.004530323438421127,0.03696841676407412,0.0015549584742774645,0.010069168276264166,-0.012722720651721428,0.02049557550453225,0.033450132768301846,0.0,0.026506058078398557,0.024825837518326337,0.027133357616145614,-0.00816790155949896,0.0008629236052844647,-0.008260715395185575,0.02277218999206446,0.0
2008-02-05,-0.015633444085483336,-0.033984740713218026,-0.024589595483739245,-0.012778576025719458,-0.032227939985741215,0.00015217464822765752,0.0,-0.04036859563272253,-0.03418096423028736,-0.03251847341534413,-0.02491138380523963,-0.008963838778321707,-0.05325900155202365,-0.043410179100410486,-0.031235901633507385,0.0009686364535777334,0.0038030822104523246,-0.04670638033544865,-0.008273864778069913,-0.017269014961030192,0.0037268988322754614,-0.03625084804317763,-0.00479238696204045,-0.030691878838565993,-0.012643502987634638,0.0
2008-02-06,0.0,0.012557867131493244,0.010668136824043299,-0.032189268360761976,0.0026396275433421823,-0.028460193100183263,-0.035172598256943466,0.008249627970434548,0.012085832458322447,-0.007652849389237926,-0.00502340696327017,-0.05549432516505437,0.01722144215652269,-0.006301916959498765,-0.013434342607593686,-0.024390534716118083,0.0,-0.005629867390879304,-0.04815726667066243,-0.022833022157471183,-0.029864033733124365,-0.006374394536077795,-0.016289327746750588,0.006378118402758368,-0.03566307569739712,0.0
2008-02-07,0.0,-0.02328344340880907,-0.029423140327776005,-0.002266571306248523,-0.01251245426674787,-0.03435280513346481,-6.783455155478301e-05,-0.01941950714138409,-0.01675727657477768,0.007854842639587953,0.004512945012833859,0.0,-0.011401374685144834,-0.018016302948862528,0.006247052852926948,0.0,0.0,0.005677917319980165,0.00820414803809995,-0.024822128779540525,-0.03621348827434316,0.00463080980115377,-0.001839050756237382,-0.019419381730199328,0.0,0.0
2008-02-08,0.0,-0.0001156790119166956,-0.003704505183074579,0.010893299651829303,-0.011155494921597753,-0.003545921701143982,0.0018807030221305288,-0.002999944536776596,0.0049714301802137725,-0.0042125802217774285,0.004931528675503312,0.0,0.003508315503832466,0.01250077292356461,0.005141540915403777,0.0,0.0,0.003445295247970854,-0.01448372844003534,-0.016138762843057982,-0.0025161716912677824,-0.004062848765947621,0.016591949387365437,0.003632209549219396,0.0,0.0
2008-02-11,0.0,-0.010141545536284153,9.327474453762811e-05,-0.021509261345311153,-0.00801082431598842,-0.04892959422640181,0.02617946184185317,-0.005738666193366068,-0.0035141865310601397,0.005871726706863654,0.01084233444192998,-0.03703758489080722,-0.009008519244488752,-0.007466014882093483,0.0065774318889736125,-0.019013723320902478,-0.03350381237484225,0.021213363270858963,0.0,-0.04616089491470146,-0.05280185179859542,0.005105334042791612,-0.0028436529871567703,-0.013451147417573165,-0.02195849505186876,0.0
2008-02-12,0.0,0.037061305463243724,0.029691119544361433,0.012650787121715122,0.03045322054521597,-0.001377926497142718,0.018980054933869287,0.03318648775557506,0.032720239361963506,0.007239627380711977,-0.0033182958940111843,0.013420291355498796,0.03343935201358306,0.024129911474762525,-8.628922147746027e-06,0.0010375425442051495,0.0015956318632669093,0.0027891394145028283,0.0003625093381351668,0.010997265770267498,-0.0038678782652841076,0.010886207150205437,0.01645280903308381,0.02677675066596243,0.0199988514346786,-0.01585225124699911
2008-02-13,-0.023976860493479246,0.0006530522036731294,0.010800665395635303,-0.011838490729554967,0.005375251929128004,0.020332036960579423,0.012637230462322787,0.0030300714106623965,0.0008363625694574097,0.01351235803840717,0.014782341982343218,0.010756202395537899,0.0009049305854331604,-0.007813542695067153,0.022962337111581847,0.00719260186318676,-0.007028892153951976,0.015016557512477578,0.003552275285502349,0.027392806959869623,0.018674374488220825,0.01198882123258368,0.014475913934377305,-0.0013789867084509442,0.007934340794187434,-0.00036414696810053353
2008-02-14,0.013622785880123929,-0.003721613192155204,0.0031364344888635655,0.025422404001430955,0.01282011899660907,0.04710489513069413,-0.012410737223795432,0.0006691339218159091,-0.00163464126872616,-0.013512358038407142,-0.005609600500688834,0.03611779260362627,0.0034988916129641474,-0.00918843357094707,-0.01758896153660988,0.024541067543925436,0.03945563468290993,-0.005743463196255872,0.04182333586763102,0.04212894923540868,0.05381570743991515,-0.011647504415060664,0.00325005374732495,-0.004588231608751218,0.03204543228057595,0.04083775541523304
2008-02-15,-0.012197358413979306,-0.01759910755386748,-0.017940948649414375,-0.013851419309990533,-0.026696371360666205,0.01943209788758419,-0.008887791971021358,-0.018039096700075932,-0.01882655670708956,0.0008373973796748068,0.0014223529586659732,0.005262611780365049,-0.018138151443267674,-0.008880027633323045,-0.004615051368776958,0.004677966090891922,-0.0015800462359858356,-0.013617486708611286,-0.00028556083761599075,0.027545238830001803,0.019210655284488846,0.0002619529664603788,-0.00658320748543801,-0.02006125844561039,0.014049121528312204,0.001409048721538158
2008-02-18,0.0156697633250713,0.0223108253441194,0.013141571366413859,-0.008634213122145998,0.017531449894272553,-0.0037164359803430504,0.024648028306961015,0.01868719479202444,0.019583209148340677,0.0,0.0,-0.016247426352877643,0.018063035124806368,0.008110070309154978,0.0,-0.0012987469795931325,0.0008669811005970731,0.014759327683102175,0.0009421703811132004,0.0025713760385499933,-0.004915036734418354,0.0,-0.0020101653192565894,0.018019745865870025,0.0,0.0018429767883435472
2008-02-19,0.020828179386061723,0.00929050878164656,0.01823774708872614,0.010861246616511087,0.010320616114699444,0.0015286015561261747,-0.00805772637338937,0.004930495393705756,0.004973615499848425,-0.0008966759003646298,0.016563042654939245,0.015200857847379423,-0.0031976705433009378,0.0019718393992720655,-0.006741640769754351,0.010069498062727117,0.014212551032593907,-0.009375994531320592,0.00894456200896375,0.002044889295085899,0.0007387788304930346,0.0058109372247315515,0.012802705237882154,-0.003210833878522031,0.003032335011814322,0.01677798410048417
2008-02-20,-0.021074480040228175,-0.004645635389533857,-0.006419041170350207,-0.022060000075248776,-0.008548945194556032,-0.025667910340472413,0.023008853566840945,-0.015058069635160322,-0.014762184798524942,0.00830627798826117,0.007703912891683493,-0.022325303068737798,-0.014368313868217094,-0.00089897947031678,0.009021771965249272,-0.008374583326742834,-0.019135484601033568,0.011164745399790895,-0.033070503318529273,-0.03173426678494321,-0.02421710726966097,0.005627458280800045,-0.010212075196928443,-0.010926874689538287,-0.023260234996353796,-0.01632562521008947
2008-02-21,-0.008763687752961453,0.014336313651855535,-0.00224541789258131,0.01568636630294407,-0.0019970683806306124,0.006623646820226577,0.0007056665312942873,0.009520679198135285,0.0007490181866823341,-0.01295086452748304,-0.0031115002019504053,0.0013733305933075813,0.007054331130460381,-0.006006424941771824,-0.011809420222361974,0.016577917674313367,0.009698567637715243,0.004672845722038842,0.027996572757958405,-0.0202380987851367,0.007219963101829013,-0.01066165012088406,0.0,0.014057550194899826,0.009201523686691483,0.023963024823068422
2008-02-22,-0.03527025280895225,-0.0033378894857479364,0.0003910962052263953,-0.004217787414878138,-0.017404372595573734,-0.021983106361755635,0.01272592933103114,-0.00708437878658613,-0.01437688700721662,0.007849720529112649,0.005632004054910877,-0.013551207745863577,-0.011874686590630758,-0.015196724301904756,0.0015511484475695437,0.0025462843470390123,-0.01056396617567447,0.005687515381264494,-0.013816256185932406,-0.029620024731306482,-0.015734255756211124,0.009654980595094913,-0.00032650685341886526,-0.004189886681984783,-0.002021862444001179,0.0028132624780592614
2008-02-25,-0.04152312579301003,0.016208746240929887,0.013549958556048547,0.011036233342614624,0.019345212458262005,0.017229174516989652,0.006048934422649319,0.0194406393337839,0.011143493900060161,0.013718145806112506,0.008180815454357516,-0.0015415599308448067,0.010628909212964959,0.022050191760369216,0.01042150145694082,0.003888979520629451,0.013358773044749674,0.014593622992950198,0.030212759009904062,-0.0021438752116674626,0.01744710498421904,0.015896445720569943,0.014265377668515869,0.021366916969542148,0.005335685809998755,0.021665820360531853
2008-02-26,0.010828608532047757,0.011545017032719172,0.008331382518195178,0.007884729355490193,0.01617822560078497,0.008778023762179867,0.002796044346016683,0.010879255253767496,0.01491319855369845,0.006894091743071527,0.007237842795462824,0.018969171387916865,0.0210588153199192,0.028165010674118043,0.0074950045026320015,-0.004731612990155597,0.0,0.008811985411135644,-0.006478240794572261,0.008702564068114512,0.013246543646253755,0.010016864196255491,-0.004864337388725391,0.01659005308213408,0.004193588495018275,0.0025744814662687025
2008-02-27,0.02236797583532995,-0.003797548684290218,-0.017134495201350967,0.017685660351366508,-0.0019334484974490261,0.0011113989355592893,0.0047751051109158355,-0.0008549683026412201,0.0016990901491906012,-0.0009198674497638418,-0.00134900033596303,0.03191608428295877,0.0013164465490347627,-0.008178788617853693,0.003741425641065891,0.00046207952199130343,0.006857135397789237,0.006485446596900398,0.01483226023093213,-0.0025943032747953046,-0.0003131205069242277,-0.0010658553115959098,-0.0031559264987038867,0.005062559257140045,0.005385339983045102,0.01841591122940652
2008-02-28,-0.00799991552673029,-0.021126047605947103,-0.015270419227267332,-0.020318781425626598,-0.006582648036786448,-8.469821554252962e-05,0.0009156811017528606,-0.021068365024164547,-0.01952824890804432,-0.008982092990434256,0.006907228475902211,0.004395257047355536,-0.01363469890228528,-0.023676238452968873,-0.009480669248894012,0.00588600514435937,0.00883995565153754,-0.0097197674620034,-0.007568141403155858,-0.01285219853561643,0.0031648664901924527,-0.0076706451767859845,0.012042025923662299,-0.015474071345358971,-0.006581760072812625,0.0
2008-02-29,0.011339036107069263,-0.014186853758064118,-0.006636835486504095,-0.014095926389000141,-0.0014787136440096152,-0.013883700068894658,-0.03202282240493889,-0.015445765367584562,-0.016809311967647074,-0.027463395019370087,-0.021212466821454903,-0.010629767984471721,-0.007692149030564924,-0.016081693162722947,-0.0261102968990119,-0.012547902508899155,-0.01424127540997957,-0.0410547713125261,-0.023430600632773843,0.009261951402818996,-0.011723883801295562,-0.02853417011368306,0.004313126858375563,-0.016990728930418263,-0.015638109169707638,-0.005845464819008739
2008-03-03,0.0204227258343136,-0.011373840785517663,-0.030596250653360146,-0.030299605050425754,-0.014136865970926053,-0.052605777534109714,0.015643510475859726,-0.010070028919159738,-0.008658982634065678,0.0005334101903081006,-0.002823731936604647,-0.031169116215750626,-0.0236557647768284,-0.019569504730365443,-0.005686397280576218,-0.025914647753501323,-0.023581280926796653,0.020812708175484577,-0.045944178504644786,-0.07662778008808416,-0.05317422168932492,0.0008843756781058685,-0.003363608908053852,-0.017405947840504785,-0.03356602780267369,-0.01797764351937768
2008-03-04,-0.023439122618530296,-0.011802691638868984,-0.018620434391081485,-0.004728316709851013,-0.007960015272723633,-0.020474006111957595,-0.013016586947052355,-0.014174363063113492,-0.0218989126185935,-0.0034535854252285467,-0.005003532521312115,-0.019917290772332657,-0.01823329626220617,-0.014059973341697634,0.0007435168319672817,-0.006642674755007373,0.002658420218913319,-0.009035603028719906,7.742007157530678e-06,-0.039392931271263656,-0.01808091223675228,-0.008838951391028834,-0.013749011704610688,-0.0174256145614684,-0.0023502737226804974,0.024771633532527426
2008-03-05,-0.00991929741002993,0.018394991880154435,0.02318008917266517,-0.0006878761001257479,0.016454305398491756,0.012298106207955389,0.015169640389166213,0.01707143838739611,0.02096569990719352,0.005224655309318044,0.00934272192260028,-0.00023918639565040668,0.024866230693242446,0.027890630247503323,0.005528264810763864,0.0018580858975491114,0.0005486698933822025,0.0005548569290486146,-0.0015575753001775255,-0.019348171724854885,0.011680481659729272,0.007950108284101993,-0.00776390240805775,0.008594054252867842,-0.003056340117752568,0.0016326353678086192
2008-03-07,0.0018296696755616983,-0.021172146207823747,-0.02221739233971529,-0.02116502827627341,-0.02738452864719261,-0.03484992090262791,-0.04366014328850654,-0.02932570493720734,-0.025721009076100813,-0.030705786729780835,-0.02392523340004256,-0.026878775338429566,-0.020032344947145887,-0.0348518467667292,-0.026898403485817332,0.0,-0.007859801014407454,-0.022961743510093845,-0.01469727865258277,-0.04311238968826806,-0.03091132413728073,-0.03244861230237827,-0.004141967197965097,-0.02269798305848935,-0.01540262570869951,0.005574971486116883
2008-03-10,-0.03651872709666893,-0.016523184519598704,-0.004904708144839927,-0.016008939506823444,-0.010909162510776414,-0.0032477169627416285,-0.03067518775934975,-0.011315167172262431,-0.01016978348680168,-0.015584285792662654,-0.021045604424013476,0.009012979067739162,-0.0028643128305431676,-0.009037544133703855,-0.019695559362236922,-0.04327128628879074,-0.02359384304878026,-0.014272000742285329,-0.019804764875455835,0.0005983430395305494,0.006017528539995237,-0.01649010524065652,-0.01832725336565993,-0.01674074654547707,-0.010412374484498286,-0.027571599799440443
2008-03-11,0.004710953181819958,0.013185017269502173,0.01568102588013313,-0.008958178804799292,0.020453371528476594,0.012446347355371796,0.03872442790860665,0.013203414949528732,0.011792599521396574,0.03645713261332977,0.025762756753379988,0.012704603474826586,0.031202989611736922,0.008331103093318314,0.03906393498759038,-0.0017155672175319726,0.009985809273706502,0.0436624010403134,0.010015830978941147,0.011470557703762685,0.01355244588847619,0.03548840923942468,0.016207123159422843,0.012396270868058086,0.008516160098842217,0.009859196119521544
2008-03-12,-0.023255548727161898,0.014128079345850269,0.012654565484263193,0.023807613203931707,0.01996332782268486,0.00029952922780742693,-0.0030671668832344743,0.0148875069460478,0.01139918397556833,-0.009036278359461814,-0.0035357581668521176,0.018416184623841602,0.005743256850439666,0.01686592947151717,-0.0052848433830989805,0.012877914544852952,0.010514246089056713,-0.006222007068744031,0.01589800709169152,-0.002020727472199143,0.0012528570873274933,-0.00697342045218709,0.008707672486124095,0.014178719599810248,0.019759050171528653,0.006386502330723283
2008-03-13,-0.024588802685421348,-0.012031825126853286,-0.010072855694281539,-0.023476612136638014,-0.010169238345227375,-0.04896151951539374,0.0016551905238818437,-0.014347426475699606,-0.01508587163786469,0.005113823424050402,0.010927161087599911,-0.049047942825227335,-0.004434334957986224,-0.03086131488649632,0.008758825530007777,-0.04629753942860756,-0.026393727187659706,0.01423025963074338,-0.03381992360744214,-0.05990764271173872,-0.052330886848362665,0.005216807446303845,-0.015463569137831732,0.0009243752991124297,-0.03927825219059884,-0.026951833281441632
2008-03-14,-0.002163867726141229,-0.005191221356089804,-0.005517062906149363,0.013729573546037994,-0.007899397038671853,0.02591388770940475,-0.0046511337479483795,-0.008249588595428696,-0.007513690113612751,-0.021002274391494557,-0.014286881734724987,-0.0028977595983629796,-0.0039701643898636995,-0.011647399577512933,-0.02284235777226211,-0.023704251398846354,-0.009552658763487439,-0.022283892504170188,-0.015549696006537267,0.02729720138935795,0.02608633166147549,-0.021903109763363356,0.004570082416709743,-0.01664425107086422,0.011855787702173236,-0.006058859400568292
2008-03-17,-0.03665580867008203,-0.03862679707630227,-0.053453317837676664,-0.023296384484097116,-0.03395144364835151,-0.062239841746224586,-0.032444670993082195,-0.03571397442321277,-0.04268430701200574,-0.008999054083631237,-0.02294316315817695,-0.053219125965878154,-0.028462730006850425,-0.04745709452532996,-0.016166193496940557,-0.03028459680423635,-0.01626650586500136,0.0,-0.03779947915362256,-0.0805283066261773,-0.05249390504412863,-0.01711428325325622,-0.013909784966065193,-0.05145568843771793,-0.01642862982264002,-0.01929078377149037
2008-03-18,-0.04037194855561396,0.02741456299703519,0.021266650365201256,-0.0001769180166239432,0.029281748103111654,0.0016172298390567108,0.03150861334105376,0.03362997807709365,0.03357432660692387,0.0415348964290097,0.014144181864097197,0.014128114380432204,0.029161306245778295,0.030371230261056866,0.041060641843410614,0.011811483874358134,0.009047927239963342,0.01595008654440784,0.014875050759619497,-0.01280244410304092,0.006617901782132095,0.03893585423257451,0.006892936879000617,0.03475786893004421,0.014514183964599055,0.006519247621711866
